Date,Open,High,Low,Close,Volume
2008-04-15,280.7,282.8,280.55,281.0,212000.0
2008-04-16,281.0,281.8,277.5,280.0,260600.0
2008-04-17,280.0,281.25,278.2,278.7,182100.0
2008-04-18,278.7,280.95,274.15,275.0,196000.0
2008-04-21,275.0,276.4,271.5,273.0,91500.0
2008-04-22,273.0,273.5,270.0,271.0,194700.0
2008-04-23,271.0,280.0,270.05,276.05,648300.0
2008-04-24,276.05,279.0,274.0,274.0,319800.0
2008-04-25,274.0,275.5,271.05,274.0,438300.0
2008-04-28,274.0,275.0,271.0,271.0,262200.0
2008-04-29,271.0,273.99,266.5,271.0,874200.0
2008-04-30,271.0,270.75,263.95,269.0,431100.0
2008-05-02,269.0,268.99,259.51,259.99,583800.0
2008-05-05,259.99,262.75,256.0,258.0,379700.0
2008-05-06,258.0,264.0,251.11,252.5,797900.0
2008-05-07,252.5,254.9,245.0,252.25,287900.0
2008-05-08,252.25,258.45,250.0,253.7,295900.0
2008-05-09,253.7,253.5,241.05,249.5,425800.0
2008-05-12,249.5,253.0,242.0,250.75,616200.0
2008-05-13,250.75,256.5,250.3,255.75,1825100.0
2008-05-14,255.75,257.0,254.1,256.0,1271900.0
2008-05-15,256.0,256.99,252.5,255.0,171300.0
2008-05-16,255.0,255.0,247.5,249.0,443800.0
2008-05-19,249.0,248.5,241.0,247.95,329900.0
2008-05-20,247.95,249.4,239.4,249.4,662500.0
2008-05-21,249.4,248.01,243.2,244.0,125400.0
2008-05-22,244.0,245.0,231.8,231.8,727700.0
2008-05-23,231.8,227.3,220.21,220.21,216800.0
2008-05-26,220.21,210.0,209.2,209.2,387200.0
2008-05-27,209.2,208.0,198.74,208.0,1342100.0
2008-05-28,208.0,214.0,197.6,197.6,774800.0
2008-05-29,197.6,207.48,187.72,200.0,2102200.0
2008-05-30,200.0,206.0,194.9,199.89,1899900.0
2008-06-02,199.89,203.0,198.0,201.99,389600.0
2008-06-03,201.99,206.0,200.52,203.0,572300.0
2008-06-04,203.0,213.15,212.5,213.15,1261200.0
2008-06-05,213.15,222.0,208.0,212.85,834700.0
2008-06-06,212.85,214.0,206.0,213.02,392600.0
2008-06-09,213.02,213.0,206.0,206.5,122900.0
2008-06-10,206.5,206.5,199.0,202.9,350300.0
2008-06-11,202.9,209.0,200.05,207.25,313500.0
2008-06-12,207.25,209.0,204.0,204.75,161200.0
2008-06-13,204.75,204.95,199.75,201.0,294400.0
2008-06-16,201.0,202.5,190.95,191.5,299400.0
2008-06-17,191.5,201.07,182.0,201.07,440000.0
2008-06-18,201.07,211.12,202.0,209.0,1819900.0
2008-06-19,209.0,209.8,198.55,198.55,1135300.0
2008-06-20,198.55,205.1,189.0,190.0,427400.0
2008-06-23,190.0,192.0,180.5,180.5,271600.0
2008-06-24,180.5,198.55,186.0,198.55,446600.0
2008-06-25,198.55,217.0,201.1,215.0,911800.0
2008-06-26,215.0,219.0,212.85,212.85,545100.0
2008-06-27,212.85,212.9,210.73,210.73,15000.0
2008-06-30,210.73,208.63,208.63,208.63,1600.0
2008-07-01,208.63,206.55,206.55,206.55,2000.0
2008-07-02,206.55,204.49,204.49,204.49,1400.0
2008-07-03,204.49,202.45,202.45,202.45,500.0
2008-07-04,202.45,202.45,202.45,202.45,200.0
2008-07-07,202.45,202.45,202.45,202.45,2000.0
2008-07-08,202.45,200.43,200.43,200.43,2200.0
2008-07-09,200.43,198.43,198.43,198.43,10800.0
2008-07-10,198.43,214.97,196.45,214.97,142200.0
2008-07-11,214.97,214.97,214.97,214.97,1200.0
2008-07-14,214.97,204.23,204.23,204.23,1500.0
2008-07-15,204.23,198.0,194.02,194.02,360800.0
2008-07-16,194.02,185.99,184.32,184.32,31500.0
2008-07-17,184.32,175.11,175.11,175.11,5300.0
2008-07-18,175.11,173.0,166.36,166.36,1342300.0
2008-07-21,166.36,161.0,158.05,159.7,271800.0
2008-07-22,159.7,167.68,160.05,167.68,776200.0
2008-07-23,167.68,176.06,171.1,176.06,241000.0
2008-07-24,176.06,184.86,179.2,184.86,292300.0
2008-07-25,184.86,194.1,183.0,187.5,447000.0
2008-07-28,187.5,183.0,178.13,178.13,29300.0
2008-07-29,178.13,175.0,169.23,169.5,375300.0
2008-07-30,169.5,177.97,172.0,177.97,198000.0
2008-07-31,177.97,182.0,170.0,176.0,360000.0
2008-08-01,176.0,173.0,167.2,167.2,110300.0
2008-08-04,167.2,172.79,158.84,170.0,260600.0
2008-08-05,170.0,175.0,161.5,175.0,504800.0
2008-08-06,175.0,170.0,166.25,166.25,123400.0
2008-08-07,166.25,172.0,157.94,172.0,988900.0
2008-08-08,172.0,172.7,164.9,170.0,951100.0
2008-08-11,170.0,171.5,164.05,168.9,2147100.0
2008-08-12,168.9,168.99,160.46,160.5,584600.0
2008-08-13,160.5,163.0,154.15,160.61,790400.0
2008-08-15,160.61,166.5,158.0,166.0,730400.0
2008-08-18,166.0,174.3,162.1,174.3,847100.0
2008-08-19,174.3,179.5,170.0,170.0,1280700.0
2008-08-20,170.0,165.0,161.5,164.99,330800.0
2008-08-21,164.99,163.4,157.6,157.75,323800.0
2008-08-22,157.75,155.55,149.87,149.87,495000.0
2008-08-25,149.87,149.99,144.0,147.0,411500.0
2008-08-26,147.0,148.0,139.65,145.0,345500.0
2008-08-27,145.0,141.2,137.75,138.45,174800.0
2008-08-28,138.45,142.0,138.45,138.85,104300.0
2008-08-29,138.85,138.45,138.45,138.45,5200.0
2008-09-01,138.45,138.45,138.45,138.45,16600.0
2008-09-02,138.45,138.45,138.45,138.45,900.0
2008-09-03,138.45,138.45,138.45,138.45,700.0
2008-09-04,138.45,138.45,138.45,138.45,5500.0
2008-09-05,138.45,138.45,138.45,138.45,41300.0
2008-09-08,138.45,144.95,138.45,138.45,353600.0
2008-09-09,138.45,139.39,138.45,138.45,11200.0
2008-09-10,138.45,139.3,138.45,138.45,37800.0
2008-09-11,138.45,138.45,138.45,138.45,1600.0
2008-09-12,138.45,138.5,138.45,138.45,34900.0
2008-09-15,138.45,138.45,138.45,138.45,100.0
2008-09-16,138.45,138.45,138.45,138.45,100.0
2008-09-17,138.45,138.45,138.45,138.45,200.0
2008-09-18,138.45,138.45,138.45,138.45,100.0
2008-09-19,138.45,138.45,138.45,138.45,100.0
2008-09-22,138.45,138.45,138.45,138.45,200.0
2008-09-23,138.45,138.45,138.45,138.45,252400.0
2008-09-29,138.45,138.45,138.45,138.45,100.0
2008-09-30,138.45,138.45,138.45,138.45,100.0
2008-10-06,138.45,138.45,138.45,138.45,200.0
2008-10-13,138.45,138.45,138.45,138.45,200.0
2008-10-14,138.45,138.45,138.45,138.45,200.0
2008-10-15,138.45,138.45,138.45,138.45,100.0
2008-11-17,138.45,138.45,138.45,138.45,200.0
2008-12-15,138.45,131.53,131.53,131.53,100.0
2008-12-16,131.53,124.96,124.96,124.96,100.0
2008-12-17,124.96,118.72,118.72,118.72,100.0
2008-12-18,118.72,112.79,112.79,112.79,100.0
2008-12-19,112.79,107.16,107.16,107.16,100.0
2008-12-22,107.16,101.81,101.81,101.81,0.0
2008-12-23,101.81,96.72,96.72,96.72,0.0
2008-12-24,96.72,91.89,91.89,91.89,0.0
2008-12-26,91.89,87.3,87.3,87.3,6300.0
2008-12-29,87.3,82.94,82.94,82.94,20900.0
2008-12-30,82.94,78.8,78.8,78.8,500.0
2008-12-31,78.8,74.86,74.86,74.86,0.0
2009-01-01,74.86,71.12,71.12,71.12,300.0
2009-01-02,71.12,72.7,67.57,68.55,1932900.0
2009-01-05,68.55,71.97,69.0,71.97,235500.0
2009-01-06,71.97,75.56,74.0,75.56,90500.0
2009-01-09,75.56,79.33,76.0,79.19,600200.0
2009-01-12,79.19,81.8,75.24,75.24,632700.0
2009-01-13,75.24,74.5,71.48,71.72,4643900.0
2009-01-14,71.72,74.8,69.0,71.09,2067600.0
2009-01-15,71.09,71.9,67.54,67.54,882800.0
2009-01-16,67.54,67.0,64.17,64.17,525200.0
2009-01-19,64.17,60.97,60.97,60.97,23400.0
2009-01-20,60.97,61.85,57.93,58.02,910800.0
2009-01-21,58.02,60.45,55.12,55.25,560500.0
2009-01-22,55.25,55.25,52.49,53.6,385300.0
2009-01-23,53.6,54.75,52.0,53.58,129000.0
2009-01-26,53.58,53.5,50.91,51.17,245300.0
2009-01-27,51.17,53.72,49.25,53.72,198300.0
2009-01-28,53.72,56.4,56.4,56.4,4500.0
2009-01-29,56.4,59.22,59.22,59.22,19300.0
2009-01-30,59.22,62.18,62.18,62.18,143500.0
2009-02-02,62.18,65.28,60.01,65.21,1110500.0
2009-02-03,65.21,68.47,63.25,68.47,847600.0
2009-02-04,68.47,71.89,69.0,71.89,307800.0
2009-02-06,71.89,75.48,73.0,75.47,675100.0
2009-02-09,75.47,79.24,74.0,78.7,1727900.0
2009-02-10,78.7,82.4,75.0,76.69,981200.0
2009-02-11,76.69,80.52,74.0,78.21,1273200.0
2009-02-12,78.21,79.0,74.5,74.92,475700.0
2009-02-13,74.92,78.66,75.31,78.66,488200.0
2009-02-16,78.66,82.59,81.3,82.59,388000.0
2009-02-17,82.59,86.71,86.0,86.71,489300.0
2009-02-18,86.71,91.04,87.74,91.04,1791000.0
2009-02-19,91.04,95.59,93.79,95.59,769600.0
2009-02-20,95.59,100.36,95.2,100.36,1528000.0
2009-02-23,100.36,105.37,103.0,105.37,1794200.0
2009-02-24,105.37,108.75,102.2,103.33,1484800.0
2009-02-25,103.33,104.45,98.17,98.17,1213400.0
2009-02-26,98.17,102.8,93.27,101.29,1945200.0
2009-02-27,101.29,104.7,101.71,102.13,564600.0
2009-03-02,102.13,103.45,100.0,100.56,556300.0
2009-03-03,100.56,99.75,95.54,98.22,531300.0
2009-03-04,98.22,103.13,99.26,103.13,949200.0
2009-03-05,103.13,105.9,101.56,102.35,880700.0
2009-03-06,102.35,102.95,100.0,100.88,651300.0
2009-03-09,100.88,102.49,99.5,100.03,224100.0
2009-03-11,100.03,102.3,99.5,99.67,363300.0
2009-03-12,99.67,104.65,99.5,104.62,896200.0
2009-03-13,82.6,85.7,83.25,84.39,671900.0
2009-03-16,84.39,88.6,88.6,88.6,22100.0
2009-03-17,88.6,93.03,90.75,91.31,1085900.0
2009-03-18,91.31,95.87,90.2,95.52,1593900.0
2009-03-19,95.52,100.29,95.5,100.26,1759800.0
2009-03-20,100.26,102.2,97.02,98.66,1125000.0
2009-03-24,98.66,103.59,100.0,103.59,481100.0
2009-03-25,103.59,108.76,106.0,108.76,845200.0
2009-03-26,108.76,114.19,108.0,109.52,1563200.0
2009-03-27,109.52,114.99,109.25,114.41,1089800.0
2009-03-30,114.41,120.13,118.25,120.13,662500.0
2009-03-31,120.13,124.0,114.13,115.69,2044600.0
2009-04-01,115.69,120.0,112.65,113.75,798000.0
2009-04-02,113.75,117.69,113.7,117.01,1333800.0
2009-04-03,117.01,120.0,115.5,117.91,1505900.0
2009-04-06,117.91,119.9,115.0,117.18,1496200.0
2009-04-07,117.18,119.5,116.1,116.86,862700.0
2009-04-08,116.86,116.5,111.02,111.02,551000.0
2009-04-09,111.02,111.99,105.47,106.25,1048900.0
2009-04-10,106.25,111.56,104.0,111.56,1091000.0
2009-04-13,111.56,117.13,115.0,117.13,533500.0
2009-04-14,117.13,121.5,115.0,116.98,1584300.0
2009-04-15,116.98,118.0,112.0,114.75,464500.0
2009-04-16,114.75,118.9,109.02,111.15,617700.0
2009-04-17,111.15,115.75,107.1,114.09,579300.0
2009-04-20,114.09,117.38,114.01,114.89,725500.0
2009-04-21,114.89,118.2,113.1,114.38,632100.0
2009-04-22,114.38,115.55,108.67,109.53,322800.0
2009-04-23,109.53,112.0,104.06,104.06,412800.0
2009-04-24,104.06,109.26,99.2,108.91,845800.0
2009-04-27,108.91,110.7,103.47,103.47,257400.0
2009-04-28,103.47,108.64,99.0,107.15,626200.0
2009-04-29,107.15,109.1,101.8,101.98,622500.0
2009-04-30,101.98,102.65,98.1,101.04,395100.0
2009-05-04,101.04,103.5,97.99,98.55,351100.0
2009-05-05,98.55,101.0,96.5,97.14,296000.0
2009-05-06,97.14,100.3,97.6,98.26,615000.0
2009-05-07,98.26,99.49,95.7,96.38,196500.0
2009-05-08,96.38,97.69,94.55,95.45,229000.0
2009-05-11,95.45,97.01,94.0,94.33,351100.0
2009-05-12,94.33,99.04,94.1,99.04,721200.0
2009-05-13,99.04,103.99,99.5,101.78,1188900.0
2009-05-14,101.78,102.4,98.01,100.25,597600.0
2009-05-15,100.25,101.3,98.5,99.59,699800.0
2009-05-18,99.59,100.99,97.5,98.8,613600.0
2009-05-19,98.8,99.65,95.8,96.45,338000.0
2009-05-20,96.45,96.99,93.77,94.75,337900.0
2009-05-21,94.75,93.95,90.02,91.14,573700.0
2009-05-22,91.14,95.64,92.0,94.81,679600.0
2009-05-25,94.81,95.9,93.0,93.88,322200.0
2009-05-26,93.88,95.0,92.5,93.23,149600.0
2009-05-27,93.23,94.4,92.1,92.79,142000.0
2009-05-28,92.79,94.1,92.5,93.05,156500.0
2009-05-29,93.05,93.8,92.01,92.45,91700.0
2009-06-01,92.45,93.3,90.0,90.6,90800.0
2009-06-02,90.6,90.5,87.75,87.95,116700.0
2009-06-03,87.95,88.5,84.2,85.43,141300.0
2009-06-04,85.43,86.2,84.1,84.72,122300.0
2009-06-05,84.72,86.0,84.11,85.11,102300.0
2009-06-08,85.11,85.77,83.4,84.03,86400.0
2009-06-09,84.03,88.23,83.9,88.23,411500.0
2009-06-10,88.23,91.4,87.25,88.65,325500.0
2009-06-11,88.65,91.7,89.0,89.93,590300.0
2009-06-12,89.93,90.4,87.25,87.73,144600.0
2009-06-15,87.73,87.38,85.0,85.47,71600.0
2009-06-16,85.47,85.0,83.2,84.31,55700.0
2009-06-17,84.31,88.52,85.0,88.29,314100.0
2009-06-18,88.29,88.75,85.51,86.14,281000.0
2009-06-19,86.14,87.4,85.1,85.61,109400.0
2009-06-22,85.61,88.4,84.01,84.65,235700.0
2009-06-23,84.65,85.4,82.5,83.16,286300.0
2009-06-24,83.16,83.77,82.26,82.62,54700.0
2009-06-25,82.62,85.45,82.7,84.71,266500.0
2009-06-26,84.71,88.94,85.1,88.25,573900.0
2009-06-29,88.25,90.1,87.0,88.4,405100.0
2009-06-30,88.4,88.9,85.5,86.06,153000.0
2009-07-01,86.06,87.55,86.46,86.9,124700.0
2009-07-02,86.9,91.24,87.49,91.24,569200.0
2009-07-03,91.24,95.8,91.51,95.53,1107000.0
2009-07-06,95.53,97.98,94.0,96.31,622400.0
2009-07-07,96.31,97.75,93.6,94.16,442100.0
2009-07-08,94.16,94.29,91.81,93.88,431600.0
2009-07-09,93.88,95.99,93.2,93.51,190400.0
2009-07-10,93.51,95.0,93.5,93.95,125300.0
2009-07-13,93.95,98.64,94.7,98.64,605700.0
2009-07-14,98.64,100.5,96.71,97.18,685300.0
2009-07-15,97.18,100.15,97.15,97.9,1342100.0
2009-07-16,97.9,99.5,96.9,97.21,738800.0
2009-07-17,97.21,98.7,96.53,96.85,143200.0
2009-07-20,96.85,98.65,95.5,95.95,132600.0
2009-07-21,95.95,97.73,94.71,97.44,390719.0
2009-07-22,97.44,102.31,97.67,101.4,1928486.0
2009-07-23,101.4,104.88,101.1,102.08,905927.0
2009-07-24,102.08,102.55,98.85,99.21,461943.0
2009-07-27,99.21,99.92,97.5,98.14,111313.0
2009-07-28,98.14,102.0,96.21,99.63,407868.0
2009-07-29,99.63,100.65,96.11,97.16,148403.0
2009-07-30,97.16,98.4,95.51,95.84,77830.0
2009-07-31,95.84,99.9,96.95,99.34,184556.0
2009-08-03,99.34,100.45,97.8,98.28,156810.0
2009-08-04,98.28,103.0,98.9,101.56,899217.0
2009-08-05,101.56,105.2,100.61,102.44,814874.0
2009-08-06,102.44,103.0,100.0,102.54,395272.0
2009-08-07,102.54,103.9,101.0,102.07,140879.0
2009-08-10,102.07,106.2,102.99,105.39,471190.0
2009-08-11,105.39,106.47,104.0,104.03,158991.0
2009-08-12,104.03,106.35,104.0,104.79,380133.0
2009-08-13,104.79,110.02,103.7,109.23,1820346.0
2009-08-17,109.23,110.89,103.77,107.94,1102145.0
2009-08-18,107.94,109.74,105.32,106.31,467280.0
2009-08-19,106.31,107.5,104.01,104.37,243876.0
2009-08-20,104.37,109.58,106.0,109.42,901468.0
2009-08-21,109.42,113.3,107.0,112.07,1124909.0
2009-08-24,112.07,114.0,109.0,112.81,475509.0
2009-08-25,112.81,114.0,111.0,111.3,258215.0
2009-08-26,111.3,113.5,111.0,112.66,291731.0
2009-08-27,112.66,113.6,111.1,112.01,93452.0
2009-08-28,112.01,115.2,111.5,114.6,370098.0
2009-08-31,114.6,116.5,113.0,114.88,369035.0
2009-09-01,114.88,120.62,115.4,119.87,1712350.0
2009-09-02,119.87,125.3,121.11,123.83,687801.0
2009-09-03,123.83,127.75,119.9,121.38,1066778.0
2009-09-04,121.38,124.0,118.2,121.32,493729.0
2009-09-07,121.32,122.4,118.05,119.5,240642.0
2009-09-08,119.5,119.26,113.53,115.22,163188.0
2009-09-09,115.22,120.98,114.4,120.98,409775.0
2009-09-10,120.98,123.7,119.89,121.96,323307.0
2009-09-11,121.96,123.5,116.1,118.79,397027.0
2009-09-14,118.79,122.25,118.9,121.04,318824.0
2009-09-15,121.04,121.75,117.8,118.45,322802.0
2009-09-16,118.45,121.2,119.01,119.2,381368.0
2009-09-17,119.2,122.9,119.7,120.41,1244574.0
2009-09-18,120.41,126.43,120.31,125.56,1889757.0
2009-09-24,125.56,131.83,125.3,131.83,1107166.0
2009-09-25,131.83,134.4,125.4,127.59,1414252.0
2009-09-28,127.59,129.7,123.0,124.09,345532.0
2009-09-29,124.09,128.0,122.51,125.24,600989.0
2009-09-30,125.24,128.0,122.0,122.69,491924.0
2009-10-01,122.69,125.5,122.9,123.24,226753.0
2009-10-02,123.24,125.99,122.11,125.61,268116.0
2009-10-05,125.61,126.98,124.11,124.55,244647.0
2009-10-06,124.55,127.9,124.01,126.74,569944.0
2009-10-07,126.74,132.4,127.0,130.88,1905412.0
2009-10-08,130.88,137.42,129.5,135.76,3565775.0
2009-10-09,135.76,140.75,136.25,138.26,1642316.0
2009-10-12,138.26,139.5,133.25,134.43,817797.0
2009-10-13,134.43,136.0,133.41,135.58,398212.0
2009-10-14,135.58,137.9,132.1,132.82,1156308.0
2009-10-15,132.82,134.9,129.5,130.61,897006.0
2009-10-16,130.61,133.7,129.7,130.3,855348.0
2009-10-19,130.3,131.25,123.79,124.22,372162.0
2009-10-20,124.22,130.43,124.5,130.43,663020.0
2009-10-21,130.43,132.5,127.81,128.81,1538653.0
2009-10-22,128.81,130.9,123.0,128.61,1014849.0
2009-10-23,128.61,131.1,128.0,129.31,1090913.0
2009-10-26,129.31,134.9,130.5,134.15,1643217.0
2009-10-27,134.15,135.4,129.6,130.32,837456.0
2009-10-28,130.32,131.4,128.51,128.78,294363.0
2009-10-29,128.78,130.0,124.77,125.85,880096.0
2009-10-30,125.85,127.38,123.5,123.94,498779.0
2009-11-02,123.94,124.4,117.75,118.17,342416.0
2009-11-03,118.17,124.07,118.1,122.48,903743.0
2009-11-04,122.48,127.1,124.0,125.97,1057249.0
2009-11-05,125.97,127.4,123.5,124.05,567203.0
2009-11-06,124.05,124.5,118.7,119.1,380177.0
2009-11-10,119.1,122.7,116.0,117.45,628105.0
2009-11-11,117.45,121.5,115.9,120.63,708401.0
2009-11-12,120.63,123.47,119.5,121.44,670064.0
2009-11-13,121.44,125.5,120.65,124.05,836847.0
2009-11-16,124.05,129.8,124.26,129.21,1210614.0
2009-11-17,129.21,131.7,126.1,126.48,844879.0
2009-11-18,126.48,128.35,124.5,125.25,571306.0
2009-11-19,125.25,127.4,125.31,126.02,216609.0
2009-11-20,126.02,127.49,125.5,125.86,245499.0
2009-11-23,125.86,125.98,122.0,123.2,250372.0
2009-11-24,123.2,124.48,122.52,123.83,182135.0
2009-11-25,123.83,125.0,122.0,122.4,316560.0
2009-11-26,122.4,124.45,122.0,123.07,253762.0
2009-12-01,123.07,122.5,118.91,119.6,675613.0
2009-12-02,119.6,121.88,118.26,119.93,300989.0
2009-12-03,119.93,122.1,119.9,120.07,294230.0
