Date,Open,High,Low,Close,Volume
2018-04-05,87.53,89.25,87.46,88.92,3729449
2018-04-06,88.29,88.32,86.52,88.09,1324356
2018-04-09,88.8,90.01,88.04,88.59,1310672
2018-04-10,90.29,91.17,90.13,90.66,2868524
2018-04-11,90.67,90.91,90.19,90.64,2080296
2018-04-12,92.27,93.44,91.8,92.79,2005367
2018-04-13,88.9,89.47,88.1,89.17,2297511
2018-04-16,90.06,91.36,88.21,90.3,1146052
2018-04-17,90.16,90.78,89.67,90.45,661298
2018-04-18,90.03,90.17,89.32,90.07,2801374
2018-04-19,88.99,90.62,88.4,90.22,821243
2018-04-20,88.11,88.94,87.43,87.56,4518920
2018-04-23,87.5,88.27,86.6,87.29,2581530
2018-04-24,88.45,88.84,87.68,87.79,3488793
2018-04-25,89.77,89.89,89.35,89.76,3577165
2018-04-26,89.61,90.63,88.95,89.09,2175125
2018-04-27,89.19,90.0,87.71,88.04,4957005
2018-04-30,86.48,87.96,86.22,87.4,4593898
2018-05-01,89.0,89.07,88.0,88.63,3300212
2018-05-02,89.42,90.69,88.63,89.09,630878
2018-05-03,88.68,88.89,88.13,88.41,4244795
2018-05-04,88.98,89.81,88.96,89.11,3262108
2018-05-07,88.68,89.82,88.38,89.27,2392508
2018-05-08,90.59,90.75,90.44,90.6,3193974
2018-05-09,89.8,90.09,87.72,89.67,3393713
2018-05-10,90.11,91.02,89.09,89.25,3843473
2018-05-11,89.28,89.42,87.49,88.76,2447012
2018-05-14,86.62,87.76,85.55,86.83,3897094
2018-05-15,87.09,87.46,86.74,87.25,4034666
2018-05-16,87.57,89.43,87.32,87.61,2509326
2018-05-17,88.08,88.46,86.55,87.65,4693513
2018-05-18,87.62,89.58,86.98,87.37,4225614
2018-05-21,85.7,85.78,84.95,85.54,2730878
2018-05-22,85.73,85.96,83.35,85.02,4821613
2018-05-23,86.17,86.27,84.52,84.61,4200568
2018-05-24,83.34,84.65,81.91,83.62,4676672
2018-05-25,83.64,83.85,83.21,83.44,903552
2018-05-28,84.27,84.36,83.95,83.97,3689291
2018-05-29,86.14,86.46,86.09,86.37,1566937
2018-05-30,87.99,88.91,86.61,86.62,1623045
2018-05-31,86.35,88.3,86.28,86.99,2069157
2018-06-01,86.66,87.13,86.19,86.91,4156299
2018-06-04,84.34,84.83,84.25,84.44,2330286
2018-06-05,84.59,85.35,84.42,84.43,4316707
2018-06-06,84.04,84.61,83.71,84.53,734295
2018-06-07,87.15,87.95,86.54,87.68,4721123
2018-06-08,87.44,87.79,86.87,87.45,4574973
2018-06-11,87.44,88.12,87.39,87.88,4030202
2018-06-12,87.57,88.16,86.98,87.86,508798
2018-06-13,86.09,86.88,85.91,86.34,4400275
2018-06-14,87.74,88.17,87.16,87.85,4322270
2018-06-15,88.84,89.21,88.19,88.87,2477165
2018-06-18,89.26,89.98,88.36,89.95,4053952
2018-06-19,89.38,89.75,88.33,88.75,4257654
2018-06-20,89.55,90.69,88.98,90.64,4103019
2018-06-21,89.71,90.33,87.67,88.76,2539436
2018-06-22,89.0,90.7,87.71,89.57,3231645
2018-06-25,92.91,93.38,92.46,92.54,4710563
2018-06-26,91.53,91.79,91.05,91.19,1689297
2018-06-27,90.17,90.99,90.15,90.45,1513295
2018-06-28,91.1,91.86,89.67,90.61,3817837
2018-06-29,90.74,91.87,88.9,89.95,1591723
2018-07-02,88.46,90.65,87.48,87.89,4768584
2018-07-03,87.64,88.93,87.52,88.0,868921
2018-07-04,86.4,86.82,86.36,86.63,2170705
2018-07-05,87.26,87.32,86.5,87.27,2197590
2018-07-06,86.21,86.34,85.93,86.09,2673367
2018-07-09,87.17,88.58,86.97,88.12,1906085
2018-07-10,86.98,87.67,86.6,87.11,3918857
2018-07-11,86.85,87.19,86.35,86.71,3126301
2018-07-12,87.83,87.88,87.57,87.8,2529662
2018-07-13,86.01,86.37,85.99,86.2,2255864
2018-07-16,86.54,86.65,86.51,86.52,796508
2018-07-17,88.37,88.42,87.96,88.25,2038827
2018-07-18,86.01,87.12,86.0,86.14,2321936
2018-07-19,86.37,86.92,86.23,86.41,3111212
2018-07-20,89.18,89.32,85.91,86.77,2821554
2018-07-23,87.83,88.4,86.93,87.82,3832696
2018-07-24,85.37,86.38,85.01,86.21,3287352
2018-07-25,83.27,84.55,83.18,84.53,1881880
2018-07-26,84.22,85.55,84.18,85.22,3876042
2018-07-27,85.75,86.58,85.48,85.62,2998544
2018-07-30,86.59,86.78,85.2,85.97,795673
2018-07-31,86.46,87.11,86.0,86.44,3265453
2018-08-01,85.83,85.94,85.56,85.59,1025957
2018-08-02,86.53,86.74,84.22,85.91,2289718
2018-08-03,86.46,87.5,85.74,86.31,4225802
2018-08-06,84.97,85.96,84.73,85.42,4603308
2018-08-07,87.8,88.59,86.96,87.83,4190339
2018-08-08,89.21,89.32,88.11,88.48,2827654
2018-08-09,87.15,87.38,86.19,86.93,4667973
2018-08-10,87.77,88.45,87.72,87.81,801951
2018-08-13,86.53,87.0,85.46,86.55,4683293
2018-08-14,87.25,88.16,86.03,87.6,812499
2018-08-15,89.47,89.54,88.81,89.15,995655
2018-08-16,88.07,88.79,87.97,88.08,2186279
2018-08-17,89.57,90.05,89.02,89.38,4607964
2018-08-20,90.77,91.03,88.89,89.96,4965159
2018-08-21,91.14,91.74,90.73,91.09,3053447
2018-08-22,93.74,94.04,93.46,93.71,4234049
2018-08-23,93.43,94.4,93.36,93.4,1770242
2018-08-24,92.25,92.39,92.2,92.37,3587399
2018-08-27,91.01,91.96,90.55,91.16,2790860
2018-08-28,90.16,90.23,89.02,90.08,3311318
2018-08-29,89.43,90.67,88.94,90.0,1689042
2018-08-30,90.53,91.1,90.05,90.49,1673077
2018-08-31,90.63,91.02,89.82,90.89,3739436
2018-09-03,91.79,92.77,91.6,92.04,1530649
2018-09-04,92.13,92.37,91.9,92.09,3881331
2018-09-05,95.3,95.9,93.62,94.12,3527936
2018-09-06,93.82,93.98,92.81,93.78,1051741
2018-09-07,97.11,97.63,96.24,97.63,1395318
2018-09-10,98.8,99.39,97.62,98.58,1223809
2018-09-11,97.08,97.98,96.95,97.34,2072102
2018-09-12,96.6,96.71,94.62,95.81,656837
2018-09-13,96.41,98.08,96.16,96.53,1019676
2018-09-14,96.59,96.96,95.3,96.23,2295651
2018-09-17,97.27,98.04,96.99,97.29,2110921
2018-09-18,98.83,98.93,97.41,98.01,4963593
2018-09-19,98.33,98.75,97.24,97.94,4473883
2018-09-20,96.63,96.91,95.77,96.72,3194670
2018-09-21,93.59,94.8,93.25,94.55,1656714
2018-09-24,93.94,95.83,92.44,93.95,4661460
2018-09-25,95.25,95.78,94.39,95.18,1236664
2018-09-26,96.19,96.7,94.48,95.52,4368784
2018-09-27,93.38,93.82,93.33,93.76,1004788
2018-09-28,94.27,94.29,93.89,94.03,2006440
2018-10-01,95.6,95.89,93.24,94.6,4911045
2018-10-02,93.35,94.6,92.89,93.38,1977482
2018-10-03,95.87,96.45,93.16,93.62,3340918
2018-10-04,93.24,93.9,92.52,93.73,3441507
2018-10-05,92.37,93.81,91.13,92.15,3813372
2018-10-08,92.81,93.83,92.34,92.68,1733678
2018-10-09,93.54,93.68,93.34,93.48,1625664
2018-10-10,95.01,95.5,93.7,95.03,2587403
2018-10-11,96.54,97.34,95.99,96.56,3167107
2018-10-12,94.92,95.51,93.91,94.59,4225563
2018-10-15,93.54,93.73,93.11,93.29,3880635
2018-10-16,94.26,94.52,93.61,94.04,3459532
2018-10-17,94.13,95.79,94.04,94.79,4650122
2018-10-18,97.82,98.19,95.54,95.55,1606136
2018-10-19,101.16,101.5,100.88,101.1,1401495
2018-10-22,101.86,102.52,101.62,102.0,3620847
2018-10-23,103.2,103.8,103.01,103.77,2811753
2018-10-24,106.0,107.14,104.94,105.28,3477802
2018-10-25,106.8,107.08,104.58,106.34,2973758
2018-10-26,105.94,106.3,105.72,105.87,2530603
2018-10-29,107.26,107.67,106.04,107.11,3830014
2018-10-30,104.59,106.06,104.43,105.9,4974445
2018-10-31,105.89,106.43,105.39,105.56,3649407
2018-11-01,105.98,106.0,103.67,104.82,4210324
2018-11-02,104.62,104.98,103.43,104.98,1482912
2018-11-05,108.03,108.67,107.86,108.66,3044306
2018-11-06,105.2,106.0,104.39,105.65,1029983
2018-11-07,106.04,106.94,105.76,106.77,2823964
2018-11-08,104.41,105.07,103.96,104.21,1082787
2018-11-09,103.86,104.41,101.92,103.51,523382
2018-11-12,105.71,105.92,105.02,105.23,4303454
2018-11-13,105.19,105.68,105.04,105.36,3049684
2018-11-14,104.97,105.09,103.51,103.69,4283847
2018-11-15,102.34,103.45,100.72,102.61,2658988
2018-11-16,103.31,104.18,102.77,103.69,1842643
2018-11-19,103.0,103.48,102.51,102.58,1803609
2018-11-20,102.9,103.22,102.4,102.95,2430719
2018-11-21,102.17,103.25,100.79,103.05,1411345
2018-11-22,102.41,102.94,101.9,102.07,3928811
2018-11-23,105.38,105.52,105.23,105.38,1792348
2018-11-26,105.75,106.84,105.52,106.42,1567376
2018-11-27,103.17,103.33,102.5,103.22,2653592
2018-11-28,103.41,103.81,102.94,103.54,3013614
2018-11-29,101.91,103.14,101.72,102.54,3043173
2018-11-30,105.36,106.41,101.9,103.88,3644720
2018-12-03,102.78,102.82,102.28,102.68,4291343
2018-12-04,103.86,103.99,101.5,102.53,2122512
2018-12-05,102.79,104.3,101.9,103.34,950067
2018-12-06,104.21,105.72,103.97,104.71,855642
2018-12-07,103.31,104.13,102.42,102.86,4426176
2018-12-10,102.03,102.46,101.98,102.37,2197152
2018-12-11,101.82,101.87,101.1,101.67,1659149
2018-12-12,100.72,101.33,100.58,100.71,620730
2018-12-13,102.2,103.74,101.68,103.41,4581093
2018-12-14,103.74,104.7,103.08,104.06,1612762
2018-12-17,101.58,103.36,100.48,102.13,2339968
2018-12-18,103.6,103.7,103.23,103.56,4713085
2018-12-19,106.34,107.37,105.47,106.89,3676854
2018-12-20,107.31,108.58,107.05,108.58,1786793
2018-12-21,105.86,106.78,105.52,106.14,2441042
2018-12-24,105.79,106.92,104.62,105.4,3151222
2018-12-25,106.5,109.9,105.91,107.43,1867107
2018-12-26,106.6,106.92,106.1,106.33,4318067
2018-12-27,107.33,108.37,105.98,107.06,761161
2018-12-28,108.47,108.89,107.42,108.34,4357469
2018-12-31,106.92,107.03,105.27,106.87,4351526
2019-01-01,107.23,107.28,106.7,106.8,835983
2019-01-02,103.04,103.12,101.55,101.64,2577382
2019-01-03,99.78,100.44,99.56,100.11,2966993
2019-01-04,98.97,100.06,98.81,99.76,1615059
2019-01-07,98.07,98.54,97.87,97.93,899769
2019-01-08,101.18,101.49,98.49,100.35,3154965
2019-01-09,99.22,99.25,98.01,98.23,1592924
2019-01-10,97.62,97.68,97.27,97.61,4963721
2019-01-11,96.5,98.49,96.25,97.83,3972108
2019-01-14,100.98,101.05,99.72,99.98,634607
2019-01-15,98.3,99.37,97.52,97.85,4581909
2019-01-16,98.65,100.4,98.63,99.59,2286960
2019-01-17,99.54,100.01,99.17,99.63,3846953
2019-01-18,97.13,99.09,97.04,98.2,1656928
2019-01-21,99.3,99.77,98.74,98.91,3741695
2019-01-22,99.17,100.35,98.56,99.23,712628
2019-01-23,98.13,99.54,96.87,98.37,4806193
2019-01-24,99.16,100.12,97.63,98.5,4675553
2019-01-25,98.63,98.84,97.21,97.96,4956367
2019-01-28,98.56,98.79,98.1,98.16,3606754
2019-01-29,99.08,99.49,98.77,99.16,3691833
2019-01-30,101.82,102.16,100.28,101.55,4827261
2019-01-31,100.06,100.24,98.37,99.7,3572475
2019-02-01,102.62,103.09,102.56,102.92,3712425
2019-02-04,99.59,99.97,99.16,99.93,1585110
2019-02-05,99.75,100.74,99.36,99.74,1641610
2019-02-06,99.5,101.4,99.41,100.65,2884333
2019-02-07,101.25,101.62,100.5,101.1,2059284
2019-02-08,100.06,100.42,97.8,100.19,1474687
2019-02-11,99.72,100.89,99.49,99.9,1324726
2019-02-12,101.08,101.73,98.28,99.19,3577165
2019-02-13,98.43,98.54,97.82,98.35,504694
2019-02-14,101.79,102.03,99.2,99.63,4659074
2019-02-15,100.19,100.98,99.91,100.19,3179590
2019-02-18,99.08,99.2,97.91,99.18,4237486
2019-02-19,100.28,100.81,100.03,100.55,1174267
2019-02-20,100.68,101.06,100.2,101.04,3369839
2019-02-21,100.22,102.87,100.08,102.31,2537775
2019-02-22,102.79,104.52,102.71,103.3,1728135
2019-02-25,102.71,103.19,101.46,102.05,2486373
2019-02-26,101.2,101.94,100.6,101.22,3626773
2019-02-27,102.51,103.13,102.29,102.39,3416971
2019-02-28,103.24,103.81,103.11,103.36,4584488
2019-03-01,102.98,103.37,102.2,103.35,1524446
2019-03-04,103.38,104.27,103.38,103.57,3113456
2019-03-05,105.93,106.2,104.81,105.58,4172476
2019-03-06,102.89,105.05,102.7,104.68,4766660
2019-03-07,105.65,106.18,105.52,105.57,4186207
2019-03-08,104.83,105.39,104.47,105.28,1108919
2019-03-11,105.43,106.6,104.33,104.97,2842854
2019-03-12,106.95,108.05,106.34,106.73,4726479
2019-03-13,108.36,109.67,107.74,108.08,1333230
2019-03-14,109.53,109.61,107.36,109.43,2267052
2019-03-15,110.84,111.67,109.36,111.61,840822
2019-03-18,110.28,111.87,110.24,111.68,3570321
2019-03-19,112.71,113.13,112.4,112.85,4940768
2019-03-20,112.42,112.61,111.12,112.36,615064
2019-03-21,113.17,114.62,112.55,112.94,3089644
2019-03-22,112.84,114.57,112.66,112.76,2650517
2019-03-25,113.57,113.89,112.55,112.95,2040850
2019-03-26,113.99,114.12,113.78,114.0,4067124
2019-03-27,113.44,114.48,112.06,112.63,3558321
2019-03-28,114.62,116.4,114.52,116.2,2700852
2019-03-29,114.19,116.38,113.83,114.48,4762551
2019-04-01,112.0,112.45,111.25,112.43,3828359
2019-04-02,113.24,114.68,112.86,114.42,3438324
2019-04-03,115.6,117.27,113.91,115.81,4847864
2019-04-04,115.64,117.65,113.24,116.93,3603800
2019-04-05,117.24,118.51,116.74,118.07,1838618
2019-04-08,118.43,118.46,117.79,118.08,4875446
2019-04-09,117.4,118.02,114.1,116.53,1086901
2019-04-10,116.98,117.34,116.04,116.69,873921
2019-04-11,115.06,116.82,114.91,115.54,1503639
2019-04-12,115.28,117.56,115.01,117.27,4741307
2019-04-15,116.87,117.63,116.14,117.05,907650
2019-04-16,114.21,116.95,113.68,115.63,4229046
2019-04-17,116.88,116.93,114.57,115.11,3305573
2019-04-18,114.12,117.04,113.57,115.86,1694497
2019-04-19,114.92,115.84,114.05,114.91,4115383
2019-04-22,112.56,114.96,111.19,113.53,1270448
2019-04-23,114.14,114.25,113.95,113.98,4151948
2019-04-24,112.43,114.96,112.05,114.43,3436384
2019-04-25,113.87,114.71,113.23,113.59,4319128
2019-04-26,111.51,112.92,110.98,112.83,3105676
2019-04-29,113.52,113.61,112.84,113.25,2340220
2019-04-30,109.92,111.0,109.87,110.83,634411
2019-05-01,109.35,109.43,108.49,108.52,4651910
2019-05-02,109.24,109.62,107.36,107.38,3177678
2019-05-03,107.22,108.79,106.56,107.07,912610
2019-05-06,107.45,107.8,106.13,107.6,3961743
2019-05-07,109.46,112.25,109.37,110.02,4116666
2019-05-08,111.38,111.48,108.46,111.47,4991055
2019-05-09,111.01,111.44,110.53,111.23,552055
2019-05-10,110.98,111.63,110.69,111.23,1636263
2019-05-13,109.22,109.79,108.9,109.59,4042635
2019-05-14,109.68,111.1,109.58,109.6,2997838
2019-05-15,111.52,111.56,107.62,109.15,2469921
2019-05-16,108.75,111.4,108.64,109.72,2128637
2019-05-17,109.32,109.93,108.17,108.39,2799820
2019-05-20,109.34,109.55,109.17,109.26,2100448
2019-05-21,112.23,112.29,111.16,111.81,2317765
2019-05-22,111.42,112.32,111.12,111.66,4043244
2019-05-23,112.96,114.17,111.59,112.37,2338346
2019-05-24,113.51,114.08,112.97,113.56,4830863
2019-05-27,114.49,115.2,112.81,112.91,4023319
2019-05-28,111.14,114.87,110.87,113.33,2542896
2019-05-29,112.12,113.6,111.77,113.38,659876
2019-05-30,112.09,114.33,111.48,113.58,1165275
2019-05-31,112.42,112.78,111.42,112.3,4704851
2019-06-03,111.76,112.39,111.61,112.37,1899433
2019-06-04,113.52,113.98,112.89,113.25,3910331
2019-06-05,115.16,116.31,114.85,115.75,4757450
2019-06-06,119.23,119.57,117.14,117.45,4011449
2019-06-07,121.38,121.51,119.34,121.28,2516950
2019-06-10,119.9,120.78,118.96,119.92,3229201
2019-06-11,121.39,123.09,120.47,121.52,1914447
2019-06-12,120.84,123.06,120.16,121.89,3958332
2019-06-13,124.58,126.52,124.48,125.93,2680122
2019-06-14,122.35,126.29,120.91,124.44,1216177
2019-06-17,122.86,123.35,121.92,122.91,3136859
2019-06-18,121.5,122.22,120.67,121.84,3615209
2019-06-19,117.97,118.0,117.39,118.0,1551497
2019-06-20,117.52,118.56,116.84,117.1,3519332
2019-06-21,116.29,116.51,115.78,115.81,979177
2019-06-24,116.19,117.12,115.3,116.1,1991476
2019-06-25,116.88,117.26,116.49,116.73,1021317
2019-06-26,119.53,120.61,119.13,120.05,4326562
2019-06-27,120.87,122.12,119.83,121.8,2008797
2019-06-28,120.84,121.31,120.42,120.78,4426888
2019-07-01,118.92,119.27,118.08,119.19,2524676
2019-07-02,122.45,122.63,119.61,120.11,4767132
2019-07-03,117.3,118.05,116.93,117.76,1147937
2019-07-04,117.78,121.46,117.62,121.03,2652304
2019-07-05,123.54,124.01,123.08,123.21,586569
2019-07-08,122.66,123.29,121.9,122.38,1484131
2019-07-09,118.58,119.49,118.39,119.27,4816841
2019-07-10,122.28,122.52,121.51,121.73,1721793
2019-07-11,123.14,123.17,121.0,121.56,3840488
2019-07-12,125.5,125.61,123.61,123.85,3956453
2019-07-15,120.09,121.66,119.7,120.93,1445424
2019-07-16,121.81,122.12,119.63,119.88,4913115
2019-07-17,120.26,121.13,118.17,119.92,2458754
2019-07-18,120.12,120.86,119.5,120.04,1139068
2019-07-19,119.25,120.21,118.12,119.27,2359024
2019-07-22,122.39,122.79,120.13,120.42,1871242
2019-07-23,118.58,119.59,117.64,118.53,4163175
2019-07-24,118.64,119.74,117.98,118.31,2520148
2019-07-25,118.42,119.43,117.43,118.56,1660675
2019-07-26,119.36,119.53,119.13,119.51,4536589
2019-07-29,120.06,121.97,119.62,120.82,4779319
2019-07-30,119.18,119.3,118.07,118.82,3226427
2019-07-31,116.59,116.92,115.9,116.12,3638832
2019-08-01,118.33,118.51,118.03,118.38,2550276
2019-08-02,117.79,119.7,117.58,119.0,3309858
2019-08-05,118.62,120.03,116.46,117.7,2516142
2019-08-06,120.1,122.36,119.79,120.48,3191207
2019-08-07,120.09,122.67,119.87,120.72,3750060
2019-08-08,122.07,123.02,121.0,122.89,4471586
2019-08-09,123.4,124.17,122.88,123.06,874344
2019-08-12,127.66,128.59,126.33,126.9,3351957
2019-08-13,130.17,130.53,130.13,130.28,2048496
2019-08-14,130.08,131.03,129.36,129.83,795863
2019-08-15,129.6,131.93,129.11,131.76,4474177
2019-08-16,135.05,135.08,132.55,133.07,2642856
2019-08-19,136.77,137.82,135.43,135.85,1316445
2019-08-20,133.67,133.94,133.07,133.92,1889068
2019-08-21,135.26,137.03,134.4,135.34,726884
2019-08-22,135.49,138.03,135.22,137.53,1716424
2019-08-23,135.04,135.13,131.38,133.94,3917932
2019-08-26,130.52,132.15,129.87,131.6,578563
2019-08-27,128.86,130.94,127.33,127.62,1638355
2019-08-28,126.92,127.39,126.05,127.14,2696856
2019-08-29,128.47,129.11,128.45,128.55,4561317
2019-08-30,131.62,132.01,129.98,131.48,1872407
2019-09-02,132.31,133.3,131.16,131.67,2633643
2019-09-03,134.26,136.37,133.44,134.92,3348061
2019-09-04,130.46,133.07,130.29,132.17,4504275
2019-09-05,128.95,130.37,128.68,128.83,3501519
2019-09-06,130.79,131.06,128.48,128.77,3991650
2019-09-09,129.33,129.96,127.95,129.55,1569024
2019-09-10,128.68,130.17,128.18,129.52,1862270
2019-09-11,124.85,125.64,124.79,125.54,1401111
2019-09-12,125.48,125.85,124.67,125.41,2614253
2019-09-13,123.28,123.6,122.84,123.0,790160
2019-09-16,124.56,125.11,124.18,124.27,4904309
2019-09-17,123.81,125.03,123.11,124.99,4326450
2019-09-18,122.81,124.61,122.31,123.27,2120706
2019-09-19,122.7,123.68,120.7,122.35,4740843
2019-09-20,121.21,121.27,119.38,120.45,3569252
2019-09-23,120.55,121.75,120.29,120.37,1270569
2019-09-24,122.49,122.94,121.83,122.13,3013384
2019-09-25,120.4,120.92,120.01,120.36,615042
2019-09-26,121.33,123.4,119.66,121.31,2725074
2019-09-27,120.41,121.2,120.14,120.38,592447
2019-09-30,120.1,120.4,118.7,118.98,3991274
2019-10-01,118.7,120.0,117.47,118.83,1578562
2019-10-02,116.9,117.56,116.11,117.02,3243122
2019-10-03,114.99,116.62,114.27,116.08,4234341
2019-10-04,112.76,114.92,112.28,114.03,4155847
2019-10-07,115.7,117.72,115.51,117.42,4035797
2019-10-08,117.89,118.22,117.08,117.52,2847628
2019-10-09,116.42,117.97,116.04,116.32,4227904
2019-10-10,117.45,118.76,114.52,116.73,2083820
2019-10-11,116.69,117.71,116.04,116.57,3732567
2019-10-14,115.55,116.32,115.01,116.22,2522307
2019-10-15,117.39,118.27,116.61,117.32,4861909
2019-10-16,118.95,119.68,118.53,118.69,1512714
2019-10-17,116.83,118.4,116.65,117.78,1649707
2019-10-18,116.79,117.29,116.56,116.8,1483770
2019-10-21,117.31,117.98,115.99,116.35,2598984
2019-10-22,112.44,113.1,111.14,112.37,4283938
2019-10-23,109.63,111.5,108.88,109.85,1358267
2019-10-24,111.59,113.32,110.12,112.14,4243382
2019-10-25,114.48,116.09,114.09,114.94,4672975
2019-10-28,113.13,114.98,112.64,114.54,4731874
2019-10-29,115.3,115.86,115.29,115.57,981193
2019-10-30,118.22,118.46,116.14,116.14,3259127
2019-10-31,121.31,125.32,120.24,121.54,1127475
2019-11-01,122.58,124.37,122.05,123.62,4455594
2019-11-04,123.38,123.65,123.28,123.42,3732607
2019-11-05,121.36,122.34,121.22,121.69,1040027
2019-11-06,119.44,119.84,118.72,118.79,2695732
2019-11-07,118.85,119.57,118.79,119.19,2297355
2019-11-08,117.25,119.99,116.82,117.87,3725327
2019-11-11,115.56,115.66,115.39,115.39,1255724
2019-11-12,114.03,114.88,113.6,114.31,3982837
2019-11-13,112.48,113.24,110.65,112.49,2596539
2019-11-14,115.45,115.86,114.93,115.37,1936052
2019-11-15,116.91,117.91,116.57,116.93,3301133
2019-11-18,116.8,117.67,115.17,116.95,4037553
2019-11-19,116.87,120.25,116.43,119.58,3547582
2019-11-20,120.25,121.08,119.29,119.76,4431067
2019-11-21,118.41,118.76,118.13,118.24,4994445
2019-11-22,120.78,121.92,120.36,120.98,4885316
2019-11-25,122.22,122.56,121.7,122.0,1196084
2019-11-26,121.87,122.14,120.06,120.13,4857080
2019-11-27,119.84,119.84,118.48,119.83,2981498
2019-11-28,118.73,119.08,118.19,118.29,3604379
2019-11-29,115.86,117.13,115.0,115.87,1266230
2019-12-02,116.72,117.97,116.36,117.52,2599678
2019-12-03,120.94,121.76,120.66,120.92,2868029
2019-12-04,118.58,119.43,117.8,118.42,536051
2019-12-05,119.22,119.8,118.88,119.45,4166279
2019-12-06,118.33,118.4,117.55,118.32,3936005
2019-12-09,118.08,119.27,117.39,117.49,4352659
2019-12-10,116.63,116.9,116.47,116.48,3200502
2019-12-11,115.06,116.03,114.46,115.01,3827708
2019-12-12,115.63,115.79,114.82,115.13,3578921
2019-12-13,113.37,114.3,111.64,113.73,2522862
2019-12-16,114.07,114.28,113.73,114.22,4487575
2019-12-17,113.57,114.18,113.26,114.17,1246447
2019-12-18,114.35,114.55,113.46,113.8,1177551
2019-12-19,112.04,113.06,112.0,112.28,4095908
2019-12-20,111.61,111.81,110.24,111.34,1712740
2019-12-23,112.53,113.19,111.84,112.64,997165
2019-12-24,112.71,114.12,111.77,113.52,4232529
2019-12-25,113.0,114.3,111.71,111.89,2218340
2019-12-26,112.73,113.32,111.55,112.09,3060390
